document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Bussy's brother?,Clermont D'Ambois.,Clermont D'Ambois,Who is Bussy s brother ?,Clermont D'Ambois .,Clermont D'Ambois
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Clermont's brother?,Bussy. ,Bussy,Who is Clermont s brother ?,Bussy .,Bussy
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Claremont a follower of? ,Duc de Guise. ,The Duc de Guise.,Who is Claremont a follower of ?,Duc de Guise .,The Duc de Guise .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Tymra? ,Bussey's former lover. ,Tamyra is Montsurry's wife.,Who is Tymra ?,Bussey s former lover .,Tamyra is Montsurry s wife .
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who is Selden to Mrs. Barrymore?,A brother,her brother,Who is Selden to Mrs. Barrymore ?,A brother,her brother
a8545e0060efd59a881c3724570efba89e2cd261,train,Who is Sheila's brother?,A fallen knight.,one of Arthur's fallen knights,Who is Sheila s brother ?,A fallen knight .,one of Arthur s fallen knights
a8549480950ac906c9426b7d8cb7963e52e4cd6c,train,Who is Casy to Tom?,The preacher who had baptizes him.,The preacher who baptized him. ,Who is Casy to Tom ?,The preacher who had baptizes him .,The preacher who baptized him .
a87d47ee243b5cc4f8ce3acf483ccf9e77083e16,train,Who is Marian's cousin?,Marian's cousin is Richard the Lionhearted.,King Richard ,Who is Marian s cousin ?,Marian s cousin is Richard the Lionhearted .,King Richard
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who was Rhessus?,The king of Trace.,The king of Thrace,Who was Rhessus ?,The king of Trace .,The king of Thrace
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who is impenetrable by bullets? ,Cyprian Rougemont. ,Rougemont,Who is impenetrable by bullets ?,Cyprian Rougemont .,Rougemont
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Madame Raquin's son?,Camille,Camille.,Who is Madame Raquin s son ?,Camille,Camille .
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Laurent?,Camille's childhood friend.,A childhood friend of Camille and Therese's affair partner.,Who is Laurent ?,Camille s childhood friend .,A childhood friend of Camille and Therese s affair partner .
a90970da83bef2b96566608cec4724c7c1da507f,train,Who is Aslan?,Aslan is a lion who leads the Narnians.,a lion who saves Narnia,Who is Aslan ?,Aslan is a lion who leads the Narnians .,a lion who saves Narnia
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is William Miller's wife?,Olivia Carteret's illigitimate half sister Janet,janet,Who is William Miller s wife ?,Olivia Carteret s illigitimate half sister Janet,janet
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is William Miller?,A black physician who moves back to Wellington to practice medicine.,A physician.,Who is William Miller ?,A black physician who moves back to Wellington to practice medicine .,A physician .
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is Sandy Campbell?,A woman accused of killing Polly Olichtree unjustly.,A servant.,Who is Sandy Campbell ?,A woman accused of killing Polly Olichtree unjustly .,A servant .
a9a03a147849d65e6bcaf3cc74c3dd93d0ef88d4,test,Who is Luchesi?,a wine aficionado ,a wine aficiondo,Who is Luchesi ?,a wine aficionado,a wine aficiondo
a9a03a147849d65e6bcaf3cc74c3dd93d0ef88d4,test,Who is Luchesi?,A fellow wine aficionado,A wine aficionado.,Who is Luchesi ?,A fellow wine aficionado,A wine aficionado .
ab35e5d3266a05297db471612ce06095c5190649,train,Who is Melchior de Canalis professionally?,a famous Parisian poet,A poet,Who is Melchior de Canalis professionally ?,a famous Parisian poet,A poet
ab35e5d3266a05297db471612ce06095c5190649,train,Who is Ernest de la Briere?,Melchior de Canalis's secretary,Canalis' secretary.,Who is Ernest de la Briere ?,Melchior de Canalis s secretary,Canalis ' secretary .
ab78e645d43e4f56ca208ef590f0a4662b4d8efb,train,Who was Bruce Wayne's childhood sweetheart?,Rachel Dawes,Rachel Dawes,Who was Bruce Wayne s childhood sweetheart ?,Rachel Dawes,Rachel Dawes
ac807f3965591f8e23d3565d473fbf5e77264fd7,train,Who is Hero's wife?,Heroine.,Heroine.,Who is Hero s wife ?,Heroine .,Heroine .
ac807f3965591f8e23d3565d473fbf5e77264fd7,train,Who is Bozo's brother?,Hot Wheels.,Bozo's brother is Hot Wheels,Who is Bozo s brother ?,Hot Wheels .,Bozo s brother is Hot Wheels
ad13b1236bd9c3b925d27a487959205d209ca361,train,Who is Deke Thornton the leader of?,A group of bounty hunters,a posse of bounty hunters,Who is Deke Thornton the leader of ?,A group of bounty hunters,a posse of bounty hunters
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62,train,Who is Lisa?,Lisa is Jeff's girlfriend.,She is Jeff's girlfriend.,Who is Lisa ?,Lisa is Jeff s girlfriend .,She is Jeff s girlfriend .
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62,train,Who is Stella?,Jeff's nurse who comes to check on him frequently. ,jeff's insurance company's nurse,Who is Stella ?,Jeff s nurse who comes to check on him frequently .,jeff s insurance company s nurse
add8e2efd820ef2778c746e2d3d6c0cd8c650672,train,Who is Erica with at the restaurant?,Julian,Harry,Who is Erica with at the restaurant ?,Julian,Harry
add8e2efd820ef2778c746e2d3d6c0cd8c650672,train,Who is Julian?,ER Doctor,The doctor who initially treated Harry ,Who is Julian ?,ER Doctor,The doctor who initially treated Harry
ae029461fcf47fb7c4e9e2574c7fb936ca29937b,test,Who is Paul Irving?,one of Anne's students.,Annes's student,Who is Paul Irving ?,one of Anne s students .,Annes s student
ae029461fcf47fb7c4e9e2574c7fb936ca29937b,test,Who is Anne's new neighbor?,Mr. Harrison,Mr Harrison,Who is Anne s new neighbor ?,Mr. Harrison,Mr Harrison
af7a0d8c4451211b245244cb4ac54532b160b5e5,test,Who is Tigranes?,The king of Armenia,King of Armenia,Who is Tigranes ?,The king of Armenia,King of Armenia
af7a0d8c4451211b245244cb4ac54532b160b5e5,test,Who is Tigranes?,The defeated king of Armenia.,the defeated king of Armenia,Who is Tigranes ?,The defeated king of Armenia .,the defeated king of Armenia
afa2f47d178398d3f3c9515662fc5bbd71b15ccd,valid,Who is Aaron Hancock?,A hobo philosopher,One of the men that character Evan Graham is based upon,Who is Aaron Hancock ?,A hobo philosopher,One of the men that character Evan Graham is based upon
b063e2afb2fea948eeb22b94fde9fd804a285531,train,Who was Manly?,Charlotte's brother,"Charlotte's brother, a Colonel from the Revolutionary war.",Who was Manly ?,Charlotte s brother,"Charlotte s brother , a Colonel from the Revolutionary war ."
b08882a8306a6a4b1f405827ee19b4aca538c023,test,Who is Oola?,the wife of the owner of the car Gary was driving,the real owner of the car's wife,Who is Oola ?,the wife of the owner of the car Gary was driving,the real owner of the car s wife
b1b2826a2726fe62ceae88b01bf0be24d95a9d39,train,Who is Claude in relation to Margot?,Her son,Her son,Who is Claude in relation to Margot ?,Her son,Her son
b1b2826a2726fe62ceae88b01bf0be24d95a9d39,train,Who is pregnant?,Pauline,Margot,Who is pregnant ?,Pauline,Margot
b1b67dc8de94763e66312262449f6cd55956f1f0,train,Who was Clyde's brother?,Buck,Buck,Who was Clyde s brother ?,Buck,Buck
b204fe7a3e05309d993312746b8694092786be79,valid,Who is Mulder and Scully's enemy?,The cigarette smoking man.,The Cigarette Smoking Man.,Who is Mulder and Scully s enemy ?,The cigarette smoking man .,The Cigarette Smoking Man .
b2091fab7149af1b52bdd0a2bc28e60a2092a16a,valid,Who is Maurya's brother?,Michael,Maurya's brother is Bartley,Who is Maurya s brother ?,Michael,Maurya s brother is Bartley
b236a647b02cd1b003edbf96ab501e8d6aea6c6d,test,Who is Agness?,Jake's second wife.,Jake's second wife.,Who is Agness ?,Jake s second wife .,Jake s second wife .
b2ea4fae4188c23a975683eaeb43ed2ac698f7c0,train,Who is Kimball O'Hara?,The son of an Irish soldier and Irish mother who both died in poverty.,He is an orphan.,Who is Kimball O'Hara ?,The son of an Irish soldier and Irish mother who both died in poverty .,He is an orphan .
b2ea4fae4188c23a975683eaeb43ed2ac698f7c0,train,Who is Mahbub Ali?,A member of the British SS and a horse trader.,A native operative of the British Secret service.,Who is Mahbub Ali ?,A member of the British SS and a horse trader .,A native operative of the British Secret service .
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS ROHASENA TO CHARUDATTA?,HIS SON,his son,WHO IS ROHASENA TO CHARUDATTA ?,HIS SON,his son
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS VASANTHASENA TO CHARUDATTA?,HIS MISTRISS,His mistress.,WHO IS VASANTHASENA TO CHARUDATTA ?,HIS MISTRISS,His mistress .
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS MADANIKA TO VASANTHASENA?,HER SLAVE,Her slave,WHO IS MADANIKA TO VASANTHASENA ?,HER SLAVE,Her slave
b2fd5522ca8f334235d3e481ff91ddd982e84d02,train,WHO IS SARVILAKA TO MADANIKA?,HER LOVER,Her lover .,WHO IS SARVILAKA TO MADANIKA ?,HER LOVER,Her lover .
b31c8b60d28467403c1615ec883b167a0c103835,test,Who is Andy's destructive neighbor?,Sid Phillips.,Sid,Who is Andy s destructive neighbor ?,Sid Phillips .,Sid
b346adfa183aaa8aa160f0abd662f3463adbaf56,train,Who is Madam Max Goesler?,"A wealthy widow who, in the past,  had offered to marry Phineas Finn. ",A rich widow,Who is Madam Max Goesler ?,"A wealthy widow who , in the past , had offered to marry Phineas Finn .",A rich widow
b38ea90791d8f8be86027c57edcea26dba5fcb44,test,Who is George Somerset?,Paula's architect,An architecht from London,Who is George Somerset ?,Paula s architect,An architecht from London
b38ea90791d8f8be86027c57edcea26dba5fcb44,test,Who is George Somerset?,An architect employed by Paula Power,an architect,Who is George Somerset ?,An architect employed by Paula Power,an architect
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,Who is Constance in relation to Cesar?,his wife,Constance is Cesar's wife.,Who is Constance in relation to Cesar ?,his wife,Constance is Cesar s wife .
b3a2d33cda85a84d90b6a4a9f88ab920e2c9643f,test,Who is Cesar's wife?,Constance,Constance.,Who is Cesar s wife ?,Constance,Constance .
b3a3aa9733be6502e3df5dcd1658f2d436635fa9,train,Who is Lady Harman?,She is the wife of Sir Isaac Harman,the wife of Sir Isaac Harman,Who is Lady Harman ?,She is the wife of Sir Isaac Harman,the wife of Sir Isaac Harman
b452510fec08b4c0590abdd1e8a4b134f57cd805,train,Who is Lloyd Abbott's wife?,Joan Abbott,Joan,Who is Lloyd Abbott s wife ?,Joan Abbott,Joan
b5085440d9a6b8582451b18e55ee5793892899e4,train,Who is Harriet Byron?,She is an orphan who is heir to fifteen thousand pounds.,an orphan,Who is Harriet Byron ?,She is an orphan who is heir to fifteen thousand pounds .,an orphan
b5085440d9a6b8582451b18e55ee5793892899e4,train,Who was Signorina Clementina della Porretta?,She was the daughter of an Italian baron.,She was an Italian woman who Grandison had proposed to.,Who was Signorina Clementina della Porretta ?,She was the daughter of an Italian baron .,She was an Italian woman who Grandison had proposed to .
b510383c844f4f423a9e5ca63daa4b665916aa96,test,Who is Maia to Arnold Rubek? ,His wife.,She is his wife.,Who is Maia to Arnold Rubek ?,His wife .,She is his wife .
b510383c844f4f423a9e5ca63daa4b665916aa96,test,Who is Irena to Arnold?,"The former model of his sculpture called ""Resurrection"". ",She is his artistic muse and nude model.,Who is Irena to Arnold ?,The former model of his sculpture called Resurrection .,She is his artistic muse and nude model .
b5e8bad0c0071c50ed8594102c9988250c2c03b1,train,Who was Spencer's choice for bridegroom of Gloriana?,Arther,Arthur,Who was Spencer s choice for bridegroom of Gloriana ?,Arther,Arthur
b61541153e7d52f0238fb8014efbad42728143fa,test,"Who is Delia, really?",Mrs. Malaprop.,Mrs. Malaprop.,"Who is Delia , really ?",Mrs. Malaprop .,Mrs. Malaprop .
b6f65f8447d5268bdfeb7529edcf0c630683552b,train,Who is a geologist?,John Hale,Hale,Who is a geologist ?,John Hale,Hale
b73035c123d8fab8f2be18dd9759bedbf1bbaf20,train,Who is Nabote?,The Queen of the Faries,The Queen of the Fairies,Who is Nabote ?,The Queen of the Faries,The Queen of the Fairies
b73035c123d8fab8f2be18dd9759bedbf1bbaf20,train,Who is Desirs?,another beautiful princess who was kidnapped,A beautiful princess who was kidnapped.,Who is Desirs ?,another beautiful princess who was kidnapped,A beautiful princess who was kidnapped .
b7d110c2b105935a4284db267650661a3d572b26,train,Who is Lester's mistress that is also George's former girlfriend?,Jackie,Jackie,Who is Lester s mistress that is also George s former girlfriend ?,Jackie,Jackie
b7d110c2b105935a4284db267650661a3d572b26,train,Who is Jill?,One of George's prior lovers.,George's current girlfriend.,Who is Jill ?,One of George s prior lovers .,George s current girlfriend .
b7e29b2f50e6e7fccc027144f4b2c90563e09916,train,Who is Homer's would-be assassin?,Abe Baker,abe baker is the assassin ,Who is Homer s would-be assassin ?,Abe Baker,abe baker is the assassin
b7e29b2f50e6e7fccc027144f4b2c90563e09916,train,Who is El Hassan?,An imaginary leader,Homer Crawford.,Who is El Hassan ?,An imaginary leader,Homer Crawford .
b833410a8ff29952ca664319cb3462f2fd07d4f9,valid,Who is Dwayne Murney?,The vice principal,Dwayne Murney is the vice principal of the school.,Who is Dwayne Murney ?,The vice principal,Dwayne Murney is the vice principal of the school .
b856de66b8fd259ac0a3e5bef124efb447fe4f75,train,Who is Henry's Austrian colleague? ,Dr. Elsa Schneider,Dr. Elsa Schneider,Who is Henry s Austrian colleague ?,Dr. Elsa Schneider,Dr. Elsa Schneider
b8b22116b9e2dba278243ab9a20b92cdd925f791,train,Who is Pinhead?,A leader among the Cenobites.,A Cenobite,Who is Pinhead ?,A leader among the Cenobites .,A Cenobite
b8fdff367e0613f79caf042c8f036fdddd234364,train,Who is Clyde?,A school bully.,A bully at school,Who is Clyde ?,A school bully .,A bully at school
b9b1d29235c8e39aef27ce894e77a19955e6e51e,train,Who is Marina?,Pericles' and Thaisa's daughter. ,The daughter of Pericles,Who is Marina ?,Pericles ' and Thaisa s daughter .,The daughter of Pericles
ba09fb16effa053774cf76e1e27e3d46a45de048,test,Who is Thunderheart?,A Native American hero killed at Wounded Knee,Ray,Who is Thunderheart ?,A Native American hero killed at Wounded Knee,Ray
ba75a22b975fe4a286bf129a1a3c354b42a60012,train,Who was James' principal publisher?,Harper,Harper,Who was James ' principal publisher ?,Harper,Harper
ba75a22b975fe4a286bf129a1a3c354b42a60012,train,Who is James' protege?,John Singer Sargent,John Singer Sargent.,Who is James ' protege ?,John Singer Sargent,John Singer Sargent .
ba8ee38aaf59d57090798dcbe0db6ef416af6533,train,Who is Marjory's landlord?,Don Bernardino,Don Bernardino,Who is Marjory s landlord ?,Don Bernardino,Don Bernardino
bb4c45e6a2f4c58def38dbd630d7059028c27bdd,test,Who is Monkeybone?,A monkey comic strip character created by Stu Miley.,A rascal monkey. ,Who is Monkeybone ?,A monkey comic strip character created by Stu Miley .,A rascal monkey .
bb6376e342dc66b433066219e35995b491923a16,test,Who is Iola's grandmother?,Harriet,Harriet,Who is Iola s grandmother ?,Harriet,Harriet
bb9df0f4f33c3622d88052e257a9b7ec2004ffa4,train,Who is Freya?,A wise woman.,wise woman,Who is Freya ?,A wise woman .,wise woman
bc4210c7f08ea8a3e4244644beecf738282dc01d,train,Who is Gregor?,A fellow mercaniere,German Mercenary,Who is Gregor ?,A fellow mercaniere,German Mercenary
bc4210c7f08ea8a3e4244644beecf738282dc01d,train,Who is Natasha's boyfriend?,Mikhi,Mikhi,Who is Natasha s boyfriend ?,Mikhi,Mikhi
bc4210c7f08ea8a3e4244644beecf738282dc01d,train,Who is Mikhi's girlfriend?,Natacha Kirilova,Natacha,Who is Mikhi s girlfriend ?,Natacha Kirilova,Natacha
bc42c0d69d80a45724cb2c7ca1acb649147c3a4f,test,Who is Gamelin's mentor?,Robespierre.,Robespierre,Who is Gamelin s mentor ?,Robespierre .,Robespierre
bcc5630960932198b83f7f446a700cc3d20ba03a,train,Who is Gabrielle?,Nathan's research assistant.,the french assistant,Who is Gabrielle ?,Nathan s research assistant .,the french assistant
bd14fef15878fdac1e9c2d2dbe52df0951f38aad,test,Who is Charlie's assistant?,Bosley.,Bosley.,Who is Charlie s assistant ?,Bosley .,Bosley .
bd14fef15878fdac1e9c2d2dbe52df0951f38aad,test,Who is Bosley?,Bosley is Charlie's assistant that works with the girls and helps take care of them.,assistant to Charlie,Who is Bosley ?,Bosley is Charlie s assistant that works with the girls and helps take care of them .,assistant to Charlie
bd14fef15878fdac1e9c2d2dbe52df0951f38aad,test,Who is Eric Knox?,He created a new voice recognition system and is the head of Knox Enterprises.,software genius,Who is Eric Knox ?,He created a new voice recognition system and is the head of Knox Enterprises .,software genius
bddb5d539d43bd3d63ca9ff7266e424eb5854521,valid,Who is Verdell?,Simon's dog.,Simon's dog ,Who is Verdell ?,Simon s dog .,Simon s dog
bebb3d64b5731fd2cf2e4555686b4959eb2ac4f0,train,Who is Larry O'Keefe?,A pilot,An Irish-American pilot.,Who is Larry O'Keefe ?,A pilot,An Irish-American pilot .
beffc971cf9ffce91739a7becca0ca2985d00f70,train,Who is Sara's college roommate?,Rebecca.,Rebecca,Who is Sara s college roommate ?,Rebecca .,Rebecca
bf438dd002b209fa4550cd56752c6549428fc4bc,train,Who is Teddy?,An undercover officer who was trying to help find out name of the second attacker.,An undercover police officer. ,Who is Teddy ?,An undercover officer who was trying to help find out name of the second attacker .,An undercover police officer .
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4,train,Who is Yanko Goorall?,The emigrant,An emigrant from Central Europe,Who is Yanko Goorall ?,The emigrant,An emigrant from Central Europe
bfa4337d607ac8fc05b9fe976d4f166d96cd99c4,train,Who is Johnny?,Amy and Yanko's son.,Yanko and Amy's son.,Who is Johnny ?,Amy and Yanko s son .,Yanko and Amy s son .
bfd50b1cf73709308ab4ad727d829c5fca23480c,test,Who is Whistler to Blade? ,An old friend.,He is an old friend,Who is Whistler to Blade ?,An old friend .,He is an old friend
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is lthe attorneys wife?,Amaranta,amaranta,Who is lthe attorneys wife ?,Amaranta,amaranta
